新闻id,时间,内容,risk_score,risk_label,risk_types,primary_risk_type,reason,confidence,summary,gold_source
445,2026-04-16 20:47:26,"币安钱包推出GENIUS代币交易竞赛，总奖励约20万美元等值 据币安官方公告，币安钱包在币安Alpha上推出Genius Foundation（GENIUS）代币两轮交易竞赛，总奖励约合20万美元。第一轮为4月16日至23日（东八区时间21:00），第二轮为4月23日至30日。每轮按GENIUS买入交易量排名前2,520名的用户平分176,400枚GENIUS，每位符合条件用户可获70枚。仅限通过币安钱包（无私钥）或币安Alpha进行的交易，卖出量及跨链桥交易不计入。奖励将于5月14日前发放。",5,low,[],无明显风险,新闻为币安钱包推出的正常交易竞赛活动，属于常规营销推广，未出现任何风险事件或负面信号，整体无明显风险。,0.98,币安钱包推出GENIUS代币交易竞赛，总奖励约20万美元。,agreement_candidate
446,2026-04-16 20:46:28,币安推出PLUME交易量锦标赛，总奖池达2000万PLUME 据币安官方公告，币安现货推出Plume（PLUME）交易量锦标赛，总奖池为2000万PLUME代币券。活动时间为2026年4月16日至4月30日19:00（东八区时间），交易对为PLUME/USDT及PLUME/USDC，参赛需累计交易量不低于500美元等值。第一名奖励100万PLUME，全部奖励将于5月14日前发放，代币券有效期21天。做市商及经纪商不符合参赛资格。,8,low,[],无明显风险,新闻仅描述币安推出PLUME交易量锦标赛，属于正常的市场推广活动，未涉及资产损失、攻击、监管或异常波动等风险信号，因此风险极低。,0.95,币安推出PLUME交易量锦标赛，总奖池2000万PLUME代币券。,agreement_candidate
447,2026-04-16 20:44:23,JST销毁2.71亿枚，占总供应量2.74% 据官方数据显示，JST本次单次销毁2.71亿枚$JST，占当前总供应量的2.74%。据Odaily星球日报报道，国库储备金规模已突破1亿美元大关。所有回购销毁资金均来源于协议产生的真实收入，建立起一个以实际收益为驱动、回购与销毁持续运转的自动化通缩闭环。,5,low,[],无明显风险,新闻仅描述JST代币按计划销毁并形成通缩机制，来源于协议真实收入，属于正常项目运转，未出现任何攻击、监管、市场异常等负面信号，整体风险极低。,0.95,JST销毁2.71亿枚，占供应量2.74%，资金源于协议收入，实现自动化通缩。,agreement_candidate
448,2026-04-16 20:37:36,DeFi 面临压力，收益下降与安全问题引发关注 DeFi 市场近期面临压力，一些热门借贷产品的收益率接近政府债券水平。据 NS3 报道，近期发生的 2.85 亿美元黑客事件再次引发了对安全性的担忧。多个区块链网络的活动也有所放缓。,0,low,[],无明显风险,新闻核心是对DeFi市场现状的概述，包括收益率下降、过往黑客事件引发的安全担忧以及活动放缓，但这些均属于一般性市场评论，没有指出任何当前正在发生的具体负面事件。因此不符合任何风险类别，应判定为无明显风险。LLMa和LLMb均将回顾性的黑客事件和正常的市场调整视为当前风险，过度标注，且给出的分数格式错误（超出0-10范围），故否定两者。,0.95,DeFi收益下降，黑客事件引发安全担忧，链上活动放缓。,human_adjudicated
449,2026-04-16 20:33:36,BNB Chain宣布2026年硬分叉升级，优化性能与确认速度 BNB Chain 宣布将于 2026 年 4 月 28 日 10:30 实施 Osaka/Mendel 硬分叉升级。据 Foresight News 报道，此次升级包含 9 项 BEP，其中采纳 6 项以太坊 EIP，并引入 2 项 BNB Chain 专属优化。升级重点是实现更好的执行、更稳定的性能和更快的最终确认，以应对实际使用情况。具体措施包括限制区块大小上限、优化 gas 计费机制、改进快速最终确认性（Fast Finality）的内存投票池，以及新增 CLZ 操作码和 eth_config JSON-RPC 方法。,5,low,[],无明显风险,新闻为BNB Chain计划于2026年实施的常规技术升级，旨在优化性能与确认速度，未涉及安全漏洞、监管、市场异常等负面事件。,0.96,BNB Chain宣布2026年硬分叉升级以优化性能,agreement_candidate
450,2026-04-16 20:23:38,AI趋势 | 北美最大比特币矿企Riot Platforms高管离职，转型AI数据中心遇阻 北美最大比特币矿企Riot Platforms的高管突然离职，放弃价值1870万美元的股票。据 PANews 报道，该公司正尝试转型为AI数据中心，但面临电力改造和技术标准等多重挑战，项目进展陷入停滞。这场转型究竟卡在了哪一环？,25,low,"[""项目治理 / 团队异常风险""]",项目治理 / 团队异常风险,新闻报道了Riot Platforms高管离职并放弃大额股票，同时公司转型AI数据中心陷入停滞，存在项目治理和团队稳定性疑虑，但事件局限在单个矿企，未直接威胁加密市场资产安全或系统性稳定，因此风险较低。,0.85,北美最大比特币矿企Riot Platforms高管离职，转型AI数据中心遇阻。,agreement_candidate
451,2026-04-16 19:50:46,"AI趋势 | 欧盟提议谷歌开放搜索数据以遏制影响力 据金十数据报道，欧盟提议要求谷歌向AI聊天机器人等竞争对手开放搜索数据，以遏制美国科技巨头影响力。欧盟委员会已向谷歌母公司Alphabet发送初步调查结果，要求其在7月底前遵守《数字市场法案》。

拟议措施将允许第三方搜索引擎访问排名、查询等数据，以优化服务并与谷歌搜索竞争，若通过，数据或向OpenAI、Anthropic等开放。谷歌高级竞争法律顾问克莱尔·凯利回应称，将捍卫自身免受越权，认为此举危及隐私和安全。今年1月，欧盟已启动相关审查。此外，谷歌还因偏袒内部服务及限制应用开发者面临《数字市场法案》处罚。",8,low,[],无明显风险,新闻内容为欧盟依据《数字市场法案》要求谷歌向AI聊天机器人等竞争对手开放搜索数据，与加密货币市场无直接关联，未涉及加密资产安全、监管执法、行情波动或协议异常等风险事件。,0.95,欧盟提议要求谷歌开放搜索数据以限制科技巨头影响力，属传统科技监管动态。,agreement_candidate
452,2026-04-16 19:49:00,Raoul Pal：区块链估值的未来由两大指标决定 Raoul Pal 表示，未来区块链估值将由每位用户的交易价值和用户总数这两个指标决定。据 NS3 报道，Raoul Pal 认为 Metcalfe 定律是评估区块链价值的最佳模型，稳定币和代币化提升了交易价值，而 AI 代理则扩大了用户基础。,5,low,[],无明显风险,新闻为行业观点分析，讨论区块链估值模型，未涉及任何安全事件、监管风险、市场异常或负面信号，整体为中性资讯。,0.95,Raoul Pal提出用交易价值和用户总数评估区块链估值。,agreement_candidate
453,2026-04-16 19:34:04,RAVE代币暴涨近80倍，背后操纵风险引关注 RAVE代币在7天内暴涨近80倍，引发市场关注。据PANews报道，背后可能存在90%筹码垄断与链上操纵的风险。山寨币市场操纵陷阱频现，投资者需警惕FOMO情绪与空头猎杀策略。,30,low,"[""异常行情波动风险""]",异常行情波动风险,新闻核心是代币异常暴涨及可能存在的操纵嫌疑，属于明确的异常行情信号，但尚未证实为诈骗或跑路，因此仅保留“异常行情波动风险”。LLMa和LLMb均加了“诈骗/跑路/Rug Pull风险”，这对新闻事实过度解读，因为文中未提供任何欺诈、跑路或Rug Pull的确凿证据，故需推翻两者。分数定为3分（中低风险），反映价格异动和潜在操纵的不确定性，而非已发生的严重负面事件。,0.95,RAVE代币暴涨近80倍，被指存在筹码垄断与链上操纵风险。,llm_adjudicated
454,2026-04-16 19:22:53,Orbs 推出社区 DAO，首季聚焦代币经济学 Orbs 已推出一个社区 DAO，将负责监督协议收入、代币经济学、网络升级、验证者认证和生态系统资助。据 NS3 报道，首个季度将重点关注销毁机制和项目代币经济学的最终确定，治理投票计划在未来几周内进行。,8,low,[],无明显风险,新闻描述Orbs推出社区DAO，聚焦代币经济学和治理投票，属于正常的项目治理进展，未出现负面风险信号，因此风险极低。,0.95,Orbs推出社区DAO，首季聚焦代币经济学和治理投票。,agreement_candidate
455,2026-04-16 19:22:48,专家：韩国在以太坊生态系统贡献上落后 Nonce Classic CEO康裕彬表示，韩国在以太坊生态系统的贡献上落后于其他国家。据NS3报道，康裕彬在首尔的一次活动中指出，韩国的开发工作分散、监管不确定性以及与全球投资组合的联系薄弱，导致了这一局面。,8,low,[],无明显风险,新闻仅为专家对韩国以太坊生态贡献落后的评论和分析，未描述任何直接的攻击、损失、监管行动或市场异常事件，因此风险较低。,0.95,专家称韩国以太坊生态贡献落后，归因于监管不确定性和开发分散。,agreement_candidate
456,2026-04-16 19:21:25,Morgan Stanley 比特币信托净流入超 1.03 亿美元 据Odaily星球日报报道，Cointelegraph 在 X 平台发文称，Morgan Stanley 的比特币信托在推出仅 6 个交易日后，累计净流入超过 1.03 亿美元，已超过 WisdomTree 的比特币基金的净流入。,5,low,[],无明显风险,该新闻仅报道Morgan Stanley比特币信托产品推出后短时间内净流入超1.03亿美元，属于正常的资金流动和产品发展动态，未出现任何负面风险事件或异常信号，整体风险极低。,0.98,Morgan Stanley比特币信托6日内净流入超1.03亿美元，超过WisdomTree基金。,agreement_candidate
457,2026-04-16 19:20:58,Adam Back 提议量子抗性 Bitcoin 升级，6.9 百万 BTC 面临量子威胁 Adam Back 提议可选的量子抗性 Bitcoin 升级，以应对约 6.9 百万 BTC 面临的量子计算威胁。据 NS3 报道，该方法不同于 BIP-361，后者计划在五年内逐步淘汰易受攻击的地址，并最终冻结未迁移的币。谷歌量子 AI 研究上月发布的报告称，Bitcoin 加密技术可能会被少于 50 万个物理量子比特破解，这比之前的估计减少了 20 倍。,8,low,[],无明显风险,新闻仅为Adam Back提议对比特币进行量子抗性升级的远期技术讨论，针对的是尚未实际发生的量子计算潜在威胁，无已确认的攻击、损失或市场异常，因此风险较低。,0.95,Adam Back提议比特币量子抗性升级以应对远期量子计算威胁。,agreement_candidate
458,2026-04-16 18:27:15,币安合约新增MSFT、AVGO、BABA三只美股标的永续合约，最高10倍杠杆 据币安官方公告，币安合约平台将于2026年4月20日分批上线三只U本位永续合约：MSFTUSDT（追踪微软股价）于21:30上线，AVGOUSDT（追踪博通股价）于21:40上线，BABAUSDT（追踪阿里巴巴ADR价格）于21:50上线，均以USDT结算，最高杠杆10倍，资金费率上限±2%（每八小时结算），支持24/7交易及多资产保证金模式。,2,low,[],无明显风险,新闻仅描述币安合约平台上架三只美股永续合约，属于正常业务扩展，未出现任何安全、监管、流动性或市场异常等风险信号，整体风险极低。,0.98,币安合约新增微软、博通、阿里巴巴美股永续合约，最高10倍杠杆。,agreement_candidate
459,2026-04-16 18:14:20,Visa 加密业务负责人：两家美国银行在 Solana 上使用 USDC 结算 Visa 加密业务负责人 Cuy Sheffield 表示，两家美国银行 Lead Bank 和 Cross River 已在 Solana 上使用 USDC 结算交易。据Odaily星球日报报道，这标志着 Solana 在金融交易中的应用进一步扩大。,5,low,[],无明显风险,新闻报道两家美国银行在 Solana 上采用 USDC 结算，属于正面生态进展，未出现安全、合规、市场异常等风险信号，因此风险极低。,0.96,两家美国银行在 Solana 上使用 USDC 结算，Solana 金融应用扩大。,agreement_candidate
460,2026-04-16 18:13:06,BNB 跌破 620 USDT，24 小时涨幅收窄至0.30% 据币安行情数据显示，BNB 跌破 620 USDT，现报价 619.820007 USDT，24 小时涨幅收窄至0.30%。,5,low,[],无明显风险,新闻仅报道BNB价格小幅下跌至约619.82 USDT，属于正常市场波动，未涉及攻击、监管、脱锚或其他风险事件，无明显风险。,0.95,BNB跌破620 USDT，24小时涨幅收窄至0.30%,agreement_candidate
461,2026-04-16 18:12:50,"Cobo发布支付激励结算层，推动稳定币支付网络发展 数字资产托管及钱包解决方案提供商Cobo发布支付激励结算层（Adoption Clearing Layer, ACL），面向公链、稳定币发行方及支付机构开放。据Odaily星球日报报道，ACL期望携手更多生态合作伙伴共同构建基于真实交易的稳定币支付网络。ACL提供多链支付路由与激励结算能力，将生态激励预算与真实支付交易直接挂钩，形成以交易为核心的增长闭环。首批ACL合作方包括Aptos与Morph，通过ACL的交易单笔最高可获15bps返佣，既帮助生态方提升真实链上交易量，也为支付机构带来可持续的收入来源。",8,low,[],无明显风险,新闻介绍Cobo推出支付激励结算层以推动稳定币支付网络发展，属于正常产品发布和生态合作信息，未涉及安全事件、监管问题或市场异常，整体风险较低。,0.96,Cobo发布支付激励结算层，联合Aptos等推动稳定币支付网络。,agreement_candidate
462,2026-04-16 18:08:45,市场趋势 | 机构投资者青睐加密资产配置 据 NS3 报道，野村证券（Nomura）表示，80%的机构投资者愿意将2-5%的资产配置于加密货币。调查显示，受访者更倾向于收益生成策略，如质押、借贷和稳定币使用，而非单纯的价格升值。,5,low,[],无明显风险,新闻仅报道机构投资者调查显示对加密资产配置意愿积极，无攻击、损失、监管执法或市场异常等风险信号，整体风险极低。,0.95,野村调查显示80%机构投资者愿配置加密货币，偏好收益策略。,agreement_candidate
463,2026-04-16 18:04:14,"Nillion 推出第二阶段升级，集成三大核心模块 Nillion 宣布上线第二阶段升级，推出集成 nilDB、nilCC 与 nilAI 三大核心模块的统一开发者门户。据 Foresight News 报道，此次升级将原有订阅制改为基于 NIL 代币的积分制访问体系。

自第一阶段上线以来，Nillion「盲计算机」已累计超过 11.2 万用户、6.41 亿份文档及 140 万次推理。升级旨在降低开发者使用门槛，nilDB 与 nilCC 服务通过销毁 NIL 代币购买积分，nilAI 则额外支持 Stripe 支付以便开发者快速接入。",8,low,[],无明显风险,新闻描述Nillion项目的正常版本升级和生态发展，未出现攻击、监管、市场异常或资产损失等负面风险信号，整体风险较低。,0.95,Nillion推出第二阶段升级，集成三大核心模块并改为代币积分制。,agreement_candidate
464,2026-04-16 18:02:20,Circle CEO：人民币稳定币或将在三到五年内推出 Circle首席执行官Jeremy Allaire表示，中国可能在三到五年内推出人民币支持的稳定币。据NS3报道，路透社在2025年8月曾报道，中国官员正在探索人民币支持的稳定币。专家指出，境内人民币稳定币需要人民币完全可兑换，而目前资本管制仍然存在。,5,low,[],无明显风险,新闻仅为Circle CEO对人民币稳定币未来可能推出的预测和行业评论，未涉及任何负面事件、损失或市场冲击，整体风险很低。,0.95,Circle CEO预测中国可能在三到五年内推出人民币稳定币，专家指出需资本管制放松。,agreement_candidate
465,2026-04-16 18:00:17,加密货币总市值逾2.53万亿美元，比特币占有率为59.1% 据CoinMarketCap显示，今日加密货币总市值25284.97亿美元，24小时交易量1354.38亿美元，其中BTC占有率达59.1%。,5,low,[],无明显风险,新闻仅提供加密货币总市值和比特币市占率等常规市场数据，未包含任何攻击、监管、异常波动、项目风险等负面事件，整体风险极低。,0.95,加密货币总市值2.53万亿美元，比特币占有率59.1%,agreement_candidate
466,2026-04-16 17:48:54,Benjamin Cowen谈加密市场下一阶段：为何流动性、市场周期与真实效用比炒作更重要 在币安广场推出的旗舰节目Inside the Blockchain 100第1期The Mathematics of Crypto（加密的数学）中，宏观分析师、Into The Cryptoverse创始人Benjamin Cowen对加密市场给出了一个冷静、以数据为核心的判断。结合自己在数学、物理学和核工程方面的学术背景，Cowen认为，比特币整体上仍然在遵循其历史周期规律——即便这一轮周期与过往相比显得有所不同。他的核心观点是：四年周期并没有失效。事实上，Cowen表示，比特币“在它一贯见顶的时候见顶了”，并指出，历史上的重要顶部都出现在“2013年第四季度、2017年第四季度、2021年第四季度，以及现在的2025年第四季度”。在他看来，发生变化的并不是时间点，而是市场心理。与此前由散户狂热推动的周期顶部不同，这一次“是在冷漠中见顶，而不是在狂热中见顶”。这一区别之所以重要，是因为在Cowen看来，它有助于解释为什么这一次市场没有出现通常那种在比特币见顶后，资金轮动至更高风险山寨币的行情。在此前几个周期中，强劲的散户参与往往会在比特币见顶后推动一轮“山寨季”。但这一次，社交热度和散户动能都更弱，因此这种轮动始终没有真正形成。他将当前的环境与2019年进行了比较——那同样是一个比特币在冷漠中见顶、并未触发山寨币广泛投机性上涨的时期。流动性，而不是炒作，在驱动市场对Cowen来说，真正更大的驱动力是宏观经济，而不是加密行业内部的叙事。他将当前市场结构与流动性偏紧以及商业周期后段的宏观背景联系起来，并认为，在这样的条件下，“风险是在沿着曲线向下滚动，而不是向上滚动”。从实际意义上说，这意味着资本正流向加密市场内部相对更安全的资产，因此比特币的表现好于大多数山寨币市场。他还指出，当前周期与2019年在美联储政策层面存在相似之处。他表示，这两个时期中，比特币都大约在量化紧缩结束前两个月见顶。问题不在于流动性完全缺失，而在于其改善速度还不足以迅速扭转整体下行趋势。因此，他将比特币当前所处阶段视为一个更缓慢、更磨人的熊市过程，而不是泡沫式冲顶之后的突然崩盘。即便如此，Cowen仍认为，当前这轮回撤整体上依然与历史上的周期中段模式大体一致。他表示，比特币目前“与此前中期年份的走势相当接近”，并再次强调，熊市中往往会出现具有迷惑性的反弹。用他自己的话说，“在熊市里，我们花在上涨上的时间，往往比花在下跌上的时间更多”，而这会让过度看多和过度看空的投资者都容易陷入误判。放大视角：市场远不止每日噪音在谈及自己的市场分析方法时，Cowen明确反对那种痴迷于短期预测的文化。他说：“短期价格走势类似于随机游走”，并补充道：“你无法指望去预测它。”相较之下，他更倾向于关注更大级别的周期和动量，而他认为这是少数真正具备价值的技术分析形式之一。他给出的建议是“放大视角”，减少对情绪化叙事的依赖，把更多注意力放在长期结构上。这种怀疑态度同样延伸到了加密市场中的各类叙事。Cowen一再强调：“叙事是跟着价格走的”，而不是反过来。ETF上线、宏观新闻标题、油价冲击以及机构采用等故事，在当下或许会主导市场讨论，但他认为，市场通常在这些主题成为主流解释之前，就已经提前将其计价进去了。事后回看时，人们总是可以为一段已经发生的走势找到种种理由。加密行业需要的是效用，而不只是投机这场访谈中最尖锐的一部分，出现在Cowen对加密行业现状的讨论中。他警告称，本轮周期中过多资本流向了投机性板块，尤其是meme coin，而不是那些具备长期效用的产品。“加密行业的未来不是meme coin，也不应该是meme coin，”他说。更进一步地，他认为，整个行业过于关注“如何把更多资金带进市场”，而没有足够关注“如何让加密变得更好”。这一批评也引出了他对Web3相关的一个结论：加密要实现大规模采用，就必须具备真实的使用场景。对Cowen来说，主流用户目前并不像依赖互联网、智能手机，或者越来越依赖AI工具那样依赖加密产品。若想改变这一点，行业就必须打造出人们真正需要的产品，而不是“先创造一个产品，再为它编造一个需求”。AI与稳定币或许能定义下一阶段在他看来，那些有可能帮助弥合这一差距的领域中，AI 是最突出的一个。Cowen表示，在一个由 AI 驱动的经济中，加密可能会变得更具现实相关性：自主代理可以彼此交易、向人类支付任务报酬，并利用区块链轨道完成快速结算。他同时强调，稳定币已经是区块链效用的一个可信例证。在访谈最后，Cowen传递出一种谨慎但乐观的基调。尽管他预计，许多投机性叙事最终会失败，许多山寨币也会随着时间推移而失去位置，但他相信，熊市的清洗效应能够让这一资产类别变得更加健康。他留给投资者的长期原则很简单：“熊派听起来聪明，但牛派赚到钱。”,5,low,[],无明显风险,新闻内容是宏观分析师Benjamin Cowen对加密市场周期、流动性和未来趋势的观点分享，属于正常的市场评论和分析，未涉及任何安全事件、监管行动、系统故障或资产损失等实质风险。,0.97,分析师Cowen讨论加密市场周期、流动性和效用，认为市场遵循历史规律，投机性叙事终将消退。,agreement_candidate
467,2026-04-16 17:45:12,"JustLend DAO 完成第三次 JST 回购销毁，累计销毁超 13.56 亿枚 JustLend DAO 完成了第三次 JST 回购和销毁，移除 271,337,579 枚 JST，价值 2130 万美元。据 NS3 报道，累计销毁量现已超过 13.56 亿枚 JST，占总供应量的 13.70%。JustLend DAO 表示，此次销毁使用了季度净利润和结转收益，并计划每季度继续进行这一举措。",5,low,[],无明显风险,新闻仅描述JustLend DAO按计划完成JST回购销毁，属于项目方正常的通缩操作，未出现安全事件、违规问题或市场异常，无负面风险信号，因此风险极低。,0.95,JustLend DAO完成第三次JST回购销毁，累计销毁超13.56亿枚。,agreement_candidate
468,2026-04-16 17:33:45,Exchange Traded Concepts 增持比特币资产公司股份 据Odaily星球日报报道，资产 217 亿美元的 Exchange Traded Concepts 将其在比特币资产公司 Strategy（MSTR）的持仓增加 1.99 万股。持仓总量达到 26.2 万股。,5,low,[],无明显风险,新闻仅描述资产管理公司增持比特币相关公司Strategy（MSTR）的股份，属于正常的投资行为，未出现任何损失、攻击、监管调查或市场异常，整体无风险信号。,0.95,机构增持Strategy股票，持仓量上升。,agreement_candidate
469,2026-04-16 17:23:00,Cobo 推出 Adoption Clearing Layer，促进稳定币支付网络建设 Cobo 推出了 Adoption Clearing Layer（ACL），这是一个面向公链、稳定币发行方和支付机构的结算层。ACL 每笔交易提供最高 15 个基点的回扣。据 NS3 报道，Cobo 表示，ACL 提供多链支付路由和激励结算。Cobo 还表示，该层旨在帮助构建基于真实交易的稳定币支付网络。,5,low,[],无明显风险,新闻仅描述Cobo推出结算层产品，属于正常业务进展，未出现攻击、监管、异常或损失，风险极低。,0.96,Cobo推出Adoption Clearing Layer，促进稳定币支付网络建设。,agreement_candidate
470,2026-04-16 17:19:15,JPMorgan：美国加密市场结构法案谈判接近达成协议 JPMorgan表示，美国加密市场结构法案CLARITY Act的谈判接近达成最终协议，仅剩两到三个问题尚未解决。据NS3报道，一位高级政策官员称，关于稳定币利息的讨论正在推进。JPMorgan指出，最终草案尚未公布，投票时间表也未确定。,8,low,[],无明显风险,新闻是关于美国加密市场结构法案谈判接近达成协议，属于立法进展的正面或中性报道。未出现任何攻击、损失、执法、市场异常等负面事件，无明显风险。,0.95,美国加密市场结构法案CLARITY Act谈判接近达成，稳定币利息讨论推进中。,agreement_candidate
471,2026-04-16 17:04:15,市场情绪中立！CoinMarketCap恐惧与贪婪指数上升至55 CoinMarketCap的加密货币恐惧与贪婪指数在昨日上升两点后达到55。据NS3报道，该指数仍处于中立阶段，显示市场情绪未出现明显波动。,8,low,[],无明显风险,新闻仅报告 CoinMarketCap 恐惧与贪婪指数上升至 55，处于中立阶段，属于普通市场情绪数据更新，未出现任何负面事件或风险信号，因此风险极低。,0.96,CoinMarketCap 恐惧与贪婪指数升至 55，市场情绪中立。,agreement_candidate
472,2026-04-16 16:55:10,Blackdove 结束对 Foundation 的支持，创始人 Kayvon 重掌运营 Blackdove 宣布结束对以太坊 NFT 平台 Foundation 的支持，并将运营控制权交还给创始人 Kayvon。据 NS3 报道，Kayvon 重新负责运营，原团队正在重组以继续支持社区。,10,low,[],无明显风险,新闻仅描述 NFT 平台 Foundation 的运营权变更，由 Blackdove 交还给创始人，团队重组以继续服务社区。内容属于正常业务交接，未提及攻击、损失、监管或流动性异常等风险信号，风险极低。,0.95,Blackdove 结束对 Foundation 的支持，创始人 Kayvon 重新接管运营。,agreement_candidate
473,2026-04-16 16:48:08,地缘政治 | CLARITY法案接近完成，数字资产监管分配即将明确 摩根大通（JPMorgan）表示，CLARITY法案即将完成，目前谈判仅剩2-3个未解决问题。据NS3报道，该法案将数字资产的监管权分配给美国证券交易委员会（SEC）和商品期货交易委员会（CFTC）等机构，并在现有金融规则下处理稳定币和去中心化金融（DeFi）。最终立法文本尚未公布，尚未安排正式投票。,8,low,[],无明显风险,新闻仅报道美国CLARITY法案立法进展，旨在明确数字资产监管分配，未出现任何负面事件或风险信号，属于普通监管动态，风险极低。,0.93,CLARITY法案接近完成，将明确数字资产监管权分配，但仍未投票。,agreement_candidate
474,2026-04-16 16:14:30,Morgan Stanley 推进资产代币化战略，计划 2026 年推出数字钱包 据 ChainCatcher 报道，Morgan Stanley 表示，现实世界资产代币化已成为其全球业务的“下一重大步骤”，并将其纳入以区块链升级传统金融基础设施的战略重点。该机构计划在受监管环境中整合传统资产与数字资产，推进近实时链上结算，并于 2026 年下半年推出面向机构的数字钱包，支持代币化传统投资产品以及 Bitcoin、Ethereum 和 Solana 等加密资产。同时，Morgan Stanley 还在推进代币化私募股权二级市场及链上、链下结算流程建设。,8,low,[],无明显风险,新闻仅描述摩根士丹利推进资产代币化和数字钱包计划，属于传统金融机构正常业务拓展，未出现任何安全事件、监管处罚或市场负面冲击，因此风险极低。,0.95,摩根士丹利计划2026年推出机构数字钱包，支持代币化资产和主流加密货币。,agreement_candidate
475,2026-04-16 16:13:34,"AI趋势 | 金融合规初创公司 Spektr 完成 2000 万美元融资 金融合规初创公司 Spektr 宣布完成 2000 万美元 A 轮融资，由 New Enterprise Associates 领投。据 Foresight News 报道，Northzone、Seedcamp 和 PSV Tech 也参与了此次融资。截至目前，Spektr 的融资总额已达 2600 万美元。

该公司为包括 Phantom 在内的加密钱包服务提供商及传统金融公司提供基于 AI Agent 的合规服务，涵盖风险评估和制裁名单监控等功能。",5,low,[],无明显风险,新闻仅报道了一家金融合规初创公司的正常融资进展，无任何负面事件、安全漏洞、监管执法或市场异常，风险极低。,0.98,金融合规初创公司 Spektr 完成 2000 万美元 A 轮融资。,agreement_candidate
476,2026-04-16 16:02:45,比特币鲸鱼大规模积累，交易所储备降至2017年以来最低水平 CryptoQuant数据显示，过去30天内，鲸鱼积累了27万枚BTC，这是自2013年以来最大的一次积累。据NS3报道，BTC在交易所的储备也降至自2017年12月以来的最低水平。,8,low,[],无明显风险,新闻仅描述鲸鱼积累和交易所储备下降等链上数据，属于中性市场动态，未出现攻击、监管、异常波动或流动性危机等负面事件，因此风险较低。,0.95,鲸鱼积累27万枚BTC，交易所储备降至2017年以来最低。,agreement_candidate
477,2026-04-16 16:00:26,币安将停止支持BNB Smart Chain上的Highstreet（HIGH）和Resolv（RESOLV）充值提现 据币安官方公告，币安将于2026年04月23日16:00（东八区时间）停止支持通过BNB Smart Chain的Highstreet（HIGH）和Resolv（RESOLV）代币的充值和提现业务。2026年04月23日16:00（东八区时间）后，通过这些网络的指定代币充值将不会记入账户，可能会导致资产损失。用户仍然可以通过币安支持的其他网络充值或提现上述代币。,0,low,[],无明显风险,新闻为交易所提前通知的常规网络支持调整，未发生资产损失或安全事件，不构成实质性风险。LLMa标注为'交易所与系统运维风险'且分数偏高，属于过度标注；LLMb给出中风险分数但未指明风险类别且与事实不符，两者均不合理，故推翻。,0.95,币安将于2026年4月23日停止支持BSC网络HIGH和RESOLV充提，用户需改用其他网络。,human_adjudicated
478,2026-04-16 15:50:56,专家观点 | 姜教授：CIA可能是Bitcoin的创造者 Predictive History频道拥有230万YouTube订阅者的姜教授在Jack Neel Podcast上表示，博弈论指向CIA可能是Bitcoin的创造者。姜教授将区块链描述为可能的监控和隐秘金融工具。据NS3报道，分析师Ansel Lindner和Lyn Alden则驳斥了这一说法，认为这是对Bitcoin去中心化设计的误解。,5,low,[],无明显风险,新闻仅涉及关于比特币创造者的观点讨论和反驳，无实际发生的负面事件、攻击、监管行动或市场冲击，整体风险极低。,0.95,专家称CIA可能是比特币创造者，但遭其他分析师驳斥。,agreement_candidate
479,2026-04-16 15:50:50,AI趋势 | TON Foundation 副总裁：AI工具降低开发成本，支持多生态系统产品 TON Foundation 副总裁 Anthony Tsivarev 表示，像 Telegram 和 TON 这样的生态系统内的初创企业仍需产品市场契合度、用户留存率和原生平台集成。据 NS3 报道，Tsivarev 还指出，AI工具正在降低开发成本，并可能支持多生态系统产品以及 AI代理在 Web3中的应用。,5,low,[],无明显风险,新闻为TON基金会高管关于AI工具降低开发成本和支持多生态产品的正面观点，未涉及任何攻击、漏洞、监管、异常市场波动或资产损失等风险信号，整体风险极低。,0.96,TON高管称AI工具降低开发成本并支持多生态Web3产品,agreement_candidate
480,2026-04-16 15:43:37,"Odin Fun 平台遭遇攻击，团队将发布更新 据 Foresight News 报道，Odin Fun 联合创始人 Bob Bodily 发推表示，团队将在接下来的 24 小时内发布攻击事件更新。

Odin Fun 平台将在未来 48 小时内尝试恢复交易。此前，Odin Fun 于 4 月 1 日出现异常大额抛售，主要涉及少数几个 Meme 币，随后多用户报告账户余额异常、BTC 和代币被异常提取。",80,high,"[""链上漏洞 / 攻击风险"", ""交易所与系统运维风险""]",链上漏洞 / 攻击风险,新闻事实清晰：Odin Fun平台发生攻击事件，导致用户资产被异常提取和交易暂停。这同时涉及链上安全漏洞或攻击，以及交易所/系统运维风险。LLMa的标注准确覆盖了两个风险类别，分数8分符合高风险严重程度。LLMb仅标注了交易所与系统运维风险，类别覆盖不全，故采纳LLMa。,0.95,Odin Fun平台遭攻击致用户资产异常提取，将发布更新并尝试恢复交易。,llm_adjudicated
