新闻id,时间,内容,score_a,score_b,score_diff,label_a,label_b,label_match,label_distance,primary_a,primary_b,primary_match,types_a,types_b,types_exact_match,types_jaccard,one_no_risk_one_risk,types_disjoint,consistency_level,suggested_action,a_risk_score,a_risk_label,a_raw_risk_label,a_risk_types,a_primary_risk_type,a_reason,a_confidence,a_summary,b_risk_score,b_risk_label,b_raw_risk_label,b_risk_types,b_primary_risk_type,b_reason,b_confidence,b_summary
203,2026-04-18 17:33:37,HIGH大涨315%，突破0.4 USDT 行情数据显示，HIGH（Highstreet）上涨突破 0.4 USDT，现报 0.478 USDT。据Odaily星球日报报道，24小时内涨幅达到315%。,45,25,20,medium,low,False,1,异常行情波动风险,异常行情波动风险,True,"[""异常行情波动风险""]","[""异常行情波动风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,45,medium,medium,"[""异常行情波动风险""]",异常行情波动风险,HIGH代币在24小时内涨幅达到315%，属于短时间内的剧烈价格波动，可能伴随较高的市场风险和投机行为，但新闻未提及损失、攻击或监管等负面事件，因此评为中等风险。,0.9,HIGH代币24小时涨315%，突破0.4 USDT。,25,low,low,"[""异常行情波动风险""]",异常行情波动风险,新闻客观报道HIGH代币24小时内大涨315%，价格剧烈波动，但未涉及攻击、漏洞、监管或项目方负面新闻，风险主要来自短期价格异常，整体风险较低。,0.95,HIGH代币24小时涨幅达315%，突破0.4 USDT。
205,2026-04-18 17:25:04,ETH 链 Meme 币 ASTEROID 暴跌 25.56%，市值短暂跌破 1600 万美元 ETH 链上的 Meme 币 ASTEROID 在过去 6 小时内暴跌 25.56%。据 NS3 报道，该代币的市值一度跌破 1600 万美元，随后市值回升至 1667 万美元。,35,25,10,low,low,True,0,异常行情波动风险,无明显风险,False,"[""异常行情波动风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,35,low,low,"[""异常行情波动风险""]",异常行情波动风险,新闻描述ETH链上的Meme币ASTEROID在短时间内暴跌25.56%，属于典型的价格异常波动，但无攻击、诈骗或监管等其他风险信号，且影响范围限于该代币本身，整体风险较低。,0.95,ETH链Meme币ASTEROID暴跌25.56%，市值一度跌破1600万美元后回升。,25,low,low,[],无明显风险,新闻仅报道Meme币ASTEROID价格暴跌25.56%，属于Meme币常见的剧烈波动，未涉及攻击、诈骗、监管或系统性风险，因此风险较低。,0.95,ETH链Meme币ASTEROID暴跌25.56%，市值一度跌破1600万美元后回升。
222,2026-04-18 11:58:18,量子计算威胁Bitcoin安全，数百万枚Bitcoin面临风险 谷歌最近的量子计算论文显示，一旦目标公钥暴露，Bitcoin密钥恢复攻击可能在约九分钟内完成。据NS3报道，该研究指出，少于50万个物理量子比特即可实现此攻击。约690万枚Bitcoin已在公钥暴露的钱包中面临风险。,32,50,18,low,medium,False,1,链上漏洞 / 攻击风险,基础设施 / 协议层异常风险,False,"[""链上漏洞 / 攻击风险"", ""基础设施 / 协议层异常风险""]","[""基础设施 / 协议层异常风险""]",False,0.5,False,False,C_severe_conflict,human_review_priority,32,low,low,"[""链上漏洞 / 攻击风险"", ""基础设施 / 协议层异常风险""]",链上漏洞 / 攻击风险,新闻称谷歌论文预测量子计算未来可能破解比特币密钥，导致约690万枚BTC面临风险，但该攻击依赖尚未实现的量子硬件，属于远期理论威胁，暂无实际发生，因此风险较低。,0.72,谷歌论文声称量子计算或能快速破解比特币密钥，威胁公钥暴露钱包。,50,medium,medium,"[""基础设施 / 协议层异常风险""]",基础设施 / 协议层异常风险,新闻指出量子计算进步可能威胁比特币密钥安全，数百万枚比特币面临潜在破解风险，但该威胁基于远期技术假设，尚未实际发生攻击，因此评为中等风险。,0.6,量子计算研究称可在数分钟内破解暴露公钥的比特币密钥，约690万枚BTC面临潜在风险。
225,2026-04-18 10:57:50,BTC和ETH引领加密永续期货清算，空头头寸占主导 BTC和ETH在过去24小时内引领了加密永续期货的清算。据NS3报道，BTC的清算金额达到3.8亿美元，ETH的清算金额为1.65亿美元，RAVE的清算总额为2047万美元。在这三种资产中，空头头寸占据了大部分被清算的头寸。,30,5,25,low,low,True,0,爆仓 / 清算风险,无明显风险,False,"[""爆仓 / 清算风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,30,low,low,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻报道了过去24小时内BTC和ETH永续期货的大规模清算，属于已发生的市场波动事件，未显示持续的流动性或系统性风险，因此评为低风险。,0.95,BTC和ETH永续期货24小时清算超5亿美元，空头头寸占主导。,5,low,low,[],无明显风险,新闻仅报道了BTC和ETH永续期货的清算数据，属于市场正常波动导致的头寸清算，未出现攻击、异常波动、系统性问题等负面风险信号。,0.98,BTC和ETH永续期货过去24小时清算额较大，空头头寸占主导。
229,2026-04-18 08:33:39,RaveDAO 的 RAVE 暴涨 1415%，市值排名跃升至第 16 位 RaveDAO 的 RAVE 在过去一周内暴涨 1415%，市值排名跃升至整体加密货币市场的第 16 位。据 NS3 报道，该代币在四天前进入前 30 名，目前交易价格为 24.46 美元。,55,28,27,medium,low,False,1,异常行情波动风险,异常行情波动风险,True,"[""异常行情波动风险""]","[""异常行情波动风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,55,medium,medium,"[""异常行情波动风险""]",异常行情波动风险,RAVE 代币在一周内暴涨 1415%，市值排名迅速跃升至第 16 位，这种极端价格波动往往伴随高泡沫和潜在的急剧回撤风险。,0.85,RaveDAO 代币一周暴涨 1415%，市值排名升至第 16 位。,28,low,low,"[""异常行情波动风险""]",异常行情波动风险,RAVE代币一周内暴涨1415%并跃升至市值第16位，属于短期异常价格波动，存在回调风险和投机泡沫隐患，但新闻未提及攻击、诈骗、监管等负面事件，因此评为轻微风险。,0.92,RAVE代币一周暴涨1415%，市值排名升至第16位，当前价格24.46美元。
235,2026-04-18 06:28:21,JENNER Meme 币不被视为证券，加州法官裁定 加州法官裁定，Caitlyn Jenner 的 JENNER Meme 币不属于证券。据 NS3 报道，此裁定是在 Lee Greenfield 提起的集体诉讼中做出的，Greenfield 声称他损失了超过 4 万美元。美国地方法官 Stanley Blumenfeld Jr. 表示，Greenfield 未能根据 Howey 测试合理指控存在共同企业。Blumenfeld 还表示，其余的非联邦索赔可以在州法院解决。,10,25,15,low,low,True,0,无明显风险,监管与法律风险,False,[],"[""监管与法律风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,10,low,low,[],无明显风险,加州法官裁定JENNER Meme币不属于证券，驳回集体诉讼，结果有利于项目方，未出现攻击、损失、执法等风险信号，整体风险较低。,0.95,加州法官裁定JENNER Meme币不属于证券，驳回投资者集体诉讼。,25,low,low,"[""监管与法律风险""]",监管与法律风险,加州法官裁定JENNER Meme币不属于证券，驳回了集体诉讼中的联邦证券索赔，但其余州法院索赔仍可能存在，存在轻微的法律不确定性。,0.9,法官裁定JENNER Meme币不属证券，驳回部分诉讼但仍有未决索赔。
241,2026-04-18 03:47:50,比特币量子辩论：BIP-361提案冻结超650万枚BTC BIP-361提案将冻结超过650万枚量子易受攻击的BTC UTXOs，将比特币的量子辩论从工程领域转向所有权和财产权。据NS3报道，传统财产法可能将量子衍生的休眠币支出视为盗窃，而协议层面的冻结仍可能使无法迁移的所有者失去财产。,10,12,2,low,low,True,0,无明显风险,基础设施 / 协议层异常风险,False,[],"[""基础设施 / 协议层异常风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,10,low,low,[],无明显风险,新闻主要讨论BIP-361提案拟冻结量子易受攻击的BTC UTXO所引发的技术及法律争议，属于正常的行业讨论和未来风险防范探讨，未发生实际攻击、损失或监管行动，因此风险极低。,0.9,BIP-361提案拟冻结量子易受攻击的BTC UTXO，引发财产权辩论。,12,low,low,"[""基础设施 / 协议层异常风险""]",基础设施 / 协议层异常风险,新闻讨论BIP-361提案可能冻结量子易受攻击的比特币UTXO，涉及协议层变更和财产权辩论，但仅为提案讨论阶段，未实施，无已发生损失或攻击，故风险较低。,0.8,BIP-361提案讨论冻结量子易受攻击BTC UTXO，涉及所有权辩论。
260,2026-04-17 23:07:04,"匿名钱包因做空比特币损失 539 万美元 一个以 0x94d 开头的匿名钱包在一天内因比特币做空头寸损失了 539 万美元。据 NS3 报道，该钱包今日卖出 1,184.74 枚 BTC，以避免在市场反弹期间被清算。",45,10,35,medium,low,False,1,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险"", ""大额转账 / 巨鲸行为风险""]","[""爆仓 / 清算风险""]",False,0.5,False,False,C_severe_conflict,human_review_priority,45,medium,medium,"[""爆仓 / 清算风险"", ""大额转账 / 巨鲸行为风险""]",爆仓 / 清算风险,新闻报道一个匿名钱包因做空比特币在市场反弹中损失539万美元，并卖出1184.74枚BTC以避免被清算，属于大额亏损和规避清算的抛售行为，可能对短期市场情绪和价格产生一定影响，但影响范围主要限于该个体，未引发系统性风险。,0.9,匿名钱包做空比特币亏损539万美元，卖出1184.74枚BTC避免清算。,10,low,low,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻仅涉及单个匿名钱包因做空比特币而承受损失并卖出资产避险，属于个体爆仓/清算事件，对整体市场无明显风险。,0.95,匿名钱包做空比特币损失539万美元，卖出1184枚BTC避免清算。
261,2026-04-17 23:06:57,市场 | 巨鲸地址在 Hyperliquid 上遭遇 1550 万美元未实现亏损 一个在 Hyperliquid 上拥有超过 80% 胜率的巨鲸地址目前面临 1550 万美元的未实现亏损。据 NS3 报道，该钱包持有 1000 BTC 和 20000 ETH 的空头头寸，其总利润从 3328 万美元下降至 1498 万美元。,10,25,15,low,low,True,0,无明显风险,爆仓 / 清算风险,False,[],"[""爆仓 / 清算风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,10,low,low,[],无明显风险,新闻仅描述某巨鲸地址在Hyperliquid上的空头头寸出现未实现亏损，属于正常市场波动下的交易状态变化，未涉及攻击、清算、监管或系统性异常，整体风险较低。,0.95,巨鲸地址在Hyperliquid持有空头头寸，面临1550万美元未实现亏损。,25,low,low,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,巨鲸在 Hyperliquid 上的大额空头头寸出现 1550 万美元未实现亏损，利润大幅回撤，虽仍盈利，但若市场继续不利可能引发清算，对市场情绪和短期价格有轻微影响。,0.85,巨鲸在 Hyperliquid 持大额空头头寸，未实现亏损达 1550 万美元。
272,2026-04-17 21:34:48,"地缘政治 | 霍尔木兹海峡开放，Bitcoin突破 76,210 美元 伊朗表示，在当前停火期间，霍尔木兹海峡对商业船只开放。据 NS3 报道，美国总统唐纳德·特朗普确认了这一消息。与此同时，Brent 原油期货价格下跌 10%，至每桶约 85 美元。

美、以、伊两周停火协议将于 4 月 22 日到期，届时局势可能再次升级。",25,10,15,low,low,True,0,宏观 / 政策冲击风险,无明显风险,False,"[""宏观 / 政策冲击风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,25,low,low,"[""宏观 / 政策冲击风险""]",宏观 / 政策冲击风险,新闻主要报道霍尔木兹海峡开放、地缘紧张暂时缓和，油价下跌、比特币上涨，但停火即将到期带来未来不确定性，目前未发生负面事件，对加密市场直接风险较低。,0.85,霍尔木兹海峡开放，停火期间油价跌比特币涨，但停火即将到期。,10,low,low,[],无明显风险,新闻主要报道霍尔木兹海峡在停火期间开放，油价下跌，比特币受此提振上涨，整体为地缘紧张缓解的积极信号，未发现对市场的直接负面风险。,0.95,"霍尔木兹海峡开放，油价大跌，比特币上涨突破76,210美元。"
276,2026-04-17 21:23:45,"原油爆仓达2368万美元，位居全网第三 据 BlockBeats 报道，4 月 17 日，Coinglass 数据显示，过去 1 小时原油爆仓 2368 万美元，其中空单仅爆仓 6 万美元。涉及品种包括：xyz:CL（WTI 原油映射合约）、XYZ:BRENTOIL。

原油爆仓量仅次于 BTC 和 ETH，位居全网第三。消息面上，伊朗宣布开放霍尔木兹海峡，美油、布油一度均跌超 9%。",20,15,5,low,low,True,0,爆仓 / 清算风险,无明显风险,False,"[""爆仓 / 清算风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,20,low,low,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻核心是原油价格暴跌导致加密交易所的原油映射合约发生大规模多头爆仓，金额达2368万美元，但该事件主要源于传统商品市场波动，对整体加密货币市场的直接冲击有限，属于衍生品交易中的常规清算风险，未出现系统性威胁，因此评为低风险。,0.92,原油价格暴跌引发加密交易所原油合约2368万美元多头爆仓，位列全网第三。,15,low,low,[],无明显风险,新闻仅报道了加密货币平台上原油映射合约的爆仓数据，金额较小且空单爆仓极少，属于正常市场波动，未出现资产损失、攻击或系统性风险信号。,0.95,原油映射合约1小时爆仓2368万美元，空单仅6万美元，因伊朗消息油价大跌。
293,2026-04-17 19:44:04,SlowMist 警告：加密用户遭遇社交工程攻击 据 ChainCatcher 报道，SlowMist 安全团队发布威胁情报，发现针对加密用户的社交工程攻击活动。攻击者以项目合作为由，诱导用户使用伪造的 “Harmony Voice” 软件，该软件实为恶意程序。SlowMist 已将相关威胁情报同步至其企业客户。,60,35,25,medium,low,False,1,诈骗 / 跑路 / Rug Pull 风险,诈骗 / 跑路 / Rug Pull 风险,True,"[""诈骗 / 跑路 / Rug Pull 风险""]","[""诈骗 / 跑路 / Rug Pull 风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,60,medium,medium,"[""诈骗 / 跑路 / Rug Pull 风险""]",诈骗 / 跑路 / Rug Pull 风险,安全公司发现针对加密用户的社交工程攻击活动，诱导安装恶意程序以窃取资产，虽未报告实际损失，但威胁明确且手段隐蔽，可能导致用户资产风险，因此评为中等风险。,0.85,SlowMist发现伪装成“Harmony Voice”的恶意软件，通过社交工程攻击加密用户。,35,low,low,"[""诈骗 / 跑路 / Rug Pull 风险""]",诈骗 / 跑路 / Rug Pull 风险,新闻为安全公司发布的社交工程攻击警告，攻击者利用伪造软件诱导加密用户，存在恶意程序风险，但尚未报道具体损失事件，整体威胁程度有限，评为轻微风险。,0.9,SlowMist 警告加密用户遭遇社交工程攻击，通过伪造 “Harmony Voice” 软件传播恶意程序。
311,2026-04-17 17:37:40,"市场趋势 | 巨鲸购入 450 万枚 LDO，场外交易价值 186 万美元 链上分析师余健表示，一位巨鲸通过场外交易购入了 450 万枚 LDO，交易价值为 186 万美元。据 NS3 报道，该钱包在过去一天还从 Wintermute 和 FalconX 收到了另外 450 万枚 LDO 和 10,000 枚 AAVE。",5,10,5,low,low,True,0,大额转账 / 巨鲸行为风险,无明显风险,False,"[""大额转账 / 巨鲸行为风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,5,low,low,"[""大额转账 / 巨鲸行为风险""]",大额转账 / 巨鲸行为风险,新闻仅报道巨鲸通过场外交易购入 LDO 并从做市商接收代币的链上常规活动，未出现抛售、黑客、监管或市场异常信号，风险极低。,0.95,巨鲸场外购入450万枚LDO并接收同量代币，价值186万美元。,10,low,low,[],无明显风险,新闻仅描述巨鲸通过场外交易购入LDO及从做市商收到代币，属于正常的市场积累行为，未出现任何损失、攻击、监管执法或异常波动信号，整体风险较低。,0.95,巨鲸通过场外交易购入450万枚LDO，并从Wintermute和FalconX收到额外代币。
348,2026-04-17 12:14:28,"比特币价格波动或引发大规模清算 据 ChainCatcher 报道，Coinglass 数据显示，若 BTC 跌破 70,926 美元，主流 CEX 累计多单清算强度将达 13.66 亿美元。反之，若 BTC 突破 78,318 美元，主流 CEX 累计空单清算强度将达 12.4 亿美元。",45,30,15,medium,low,False,1,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险""]","[""爆仓 / 清算风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,45,medium,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻指出若比特币跌破或突破特定价位，主流交易所可能发生超过10亿美元的累计清算，虽为潜在情景，但大规模清算可能引发价格剧烈波动和市场冲击，构成中等风险。,0.9,BTC若跌破70726或突破78318美元，或引发超10亿美元清算。,30,low,low,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻基于Coinglass数据指出BTC在特定点位存在大量潜在清算，但目前仅为风险预警而非已发生事件，实际市场冲击尚未形成，风险程度较轻。,0.85,BTC若跌破7.09万或突破7.83万，CEX潜在多/空清算超10亿美元。
349,2026-04-17 12:14:18,"ETH价格波动或引发清算潮 据 ChainCatcher 报道，Coinglass 数据显示，若 ETH 跌破 2,209 美元，主流 CEX 累计多单清算强度将达 8.96 亿美元。反之，若 ETH 突破 2,439 美元，主流 CEX 累计空单清算强度将达 8.72 亿美元。",50,25,25,medium,low,False,1,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险""]","[""爆仓 / 清算风险""]",True,1.0,False,False,C_severe_conflict,human_review_priority,50,medium,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻基于Coinglass清算强度数据，提示ETH若跌破或突破特定价格，将引发主流CEX高达8.96亿或8.72亿美元的多空清算，存在潜在的大规模爆仓风险，可能对市场造成冲击，但尚未实际发生，因此评为中等风险。,0.92,ETH若跌破2209美元或突破2439美元，主流CEX累计清算将超8亿美元。,25,low,low,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻指出若ETH价格跌破或突破特定价位，主流交易所累计清算强度将达近9亿美元，提示潜在的大规模清算风险，但目前仅为数据分析，尚未触发实际清算，市场影响不确定，因此评为轻微风险。,0.85,Coinglass数据显示ETH在关键价格位存在大规模多空清算风险。
355,2026-04-17 11:33:43,"Mint Blockchain 将于 2026 年 10 月 20 日前停止运营，用户需转移资产 Mint Blockchain 发布公告称，该区块链网络已于 2026 年 4 月 17 日正式停止运营。据 BlockBeats 报道，为保障用户资产安全，项目方提醒所有用户尽快将链上资产转移至以太坊主网，涉及资产包括 ETH、WBTC、USDC 和 USDT。

公告表示，用户需通过官方提供的提取通道完成资产迁移，截止日期为 2026 年 10 月 20 日。在此期限前，用户仍可正常进行资产提取操作，以确保资金安全转移至外部网络。若用户未在截止日期前完成提取，相关资产将无法继续处理或找回。",75,35,40,high,low,False,2,无明显风险,项目治理 / 团队异常风险,False,[],"[""项目治理 / 团队异常风险"", ""基础设施 / 协议层异常风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,75,high,high,[],无明显风险,Mint Blockchain 宣布正式停止运营，用户必须在截止日期前转移资产，否则资产将无法找回，存在用户资产直接损失的风险。,0.95,Mint Blockchain 已停止运营，用户需在 2026 年 10 月 20 日前转移资产，逾期无法找回。,35,low,low,"[""项目治理 / 团队异常风险"", ""基础设施 / 协议层异常风险""]",项目治理 / 团队异常风险,新闻称Mint Blockchain已停止运营并提醒用户转移资产，未及时提取将导致资产损失，但项目方提供明确提取通道和充足时间，风险可控，整体影响有限。,0.95,Mint Blockchain停止运营，用户需在2026年10月20日前转移资产至以太坊主网。
358,2026-04-17 11:13:43,前美国财政部长警告美国国债需求崩溃风险 据 ChainCatcher 报道，前美国财政部长 Henry Paulson 警告，美国当局应为未来美国国债需求可能崩溃的情形提前准备短期、针对性的应急预案。他表示，一旦危机出现，冲击将十分剧烈。美国国债市场被视为全球金融体系的基石，若出现失稳，或波及企业债、抵押贷款和股票等资产定价。报道指出，若危机引发美元信心走弱，可能推动资金转向比特币和黄金等替代性价值储存资产；但以美国国债作为主要储备资产的 Tether 也可能面临赎回及脱锚风险。,50,25,25,medium,low,False,1,宏观 / 政策冲击风险,稳定币异常风险,False,"[""宏观 / 政策冲击风险"", ""稳定币异常风险""]","[""稳定币异常风险""]",False,0.5,False,False,C_severe_conflict,human_review_priority,50,medium,medium,"[""宏观 / 政策冲击风险"", ""稳定币异常风险""]",宏观 / 政策冲击风险,新闻核心为前财长警告美国国债需求可能崩溃，虽非已发生事件，但提及可能引发市场剧震，并指出Tether可能面临赎回及脱锚风险，对加密市场有潜在冲击，故评为中等风险。,0.85,前财长警告美债需求崩溃风险，Tether或面临脱锚,25,low,low,"[""稳定币异常风险""]",稳定币异常风险,新闻为前美国财政部长对美国国债需求崩溃的警告，属预测性信息，未发生实际事件。虽提及若美元信心走弱可能推动资金转向比特币，但也指出Tether可能因持有美债面临赎回和脱锚风险，潜在风险较低且不确定，因此评为低风险。,0.75,前美国财政部长警告美债需求崩溃风险，可能影响Tether稳定性。
373,2026-04-17 09:33:35,Tether 冻结 Rhea Finance 黑客地址中的 329 万枚 USDT 据 Foresight News 报道，Tether 首席执行官 Paolo Ardoino 发推表示，Tether 已冻结 Rhea Finance 黑客地址中的 329 万枚 USDT。,50,5,45,medium,low,False,1,链上漏洞 / 攻击风险,无明显风险,False,"[""链上漏洞 / 攻击风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,50,medium,medium,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻确认 Rhea Finance 遭黑客攻击，Tether 已冻结相关地址中 329 万枚 USDT，表明已发生链上安全事件并造成资产损失，但冻结行动可能限制了风险蔓延。,0.95,Tether 冻结 Rhea Finance 黑客地址 329 万 USDT,5,low,low,[],无明显风险,Tether已冻结Rhea Finance黑客地址中的USDT，属于风险缓解措施，有效保护资产，无新增风险，对市场信心有正面作用。,0.95,Tether冻结Rhea Finance黑客地址329万枚USDT
375,2026-04-17 09:03:33,SIREN 短时触及 2.27 USDT，现报 1.96 USDT 据 Foresight News 报道，SIREN 短时触及 2.27 USDT，现报 1.96 USDT，24 小时涨幅达到 154.1%。,20,5,15,low,low,True,0,异常行情波动风险,无明显风险,False,"[""异常行情波动风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,20,low,low,"[""异常行情波动风险""]",异常行情波动风险,新闻仅报告 SIREN 代币价格在 24 小时内大幅上涨 154%，属于显著的短期价格波动，可能带来追高后的回调风险，但未涉及安全事件、合规问题或项目异常，整体风险较低。,0.95,SIREN 代币 24 小时涨幅达 154%，价格剧烈波动。,5,low,low,[],无明显风险,新闻仅为SIREN代币的短期价格波动信息，未涉及攻击、监管、技术故障或市场冲击等负面事件，整体风险极低。,0.95,SIREN代币短时触及2.27 USDT后回落，24小时涨幅154.1%。
381,2026-04-17 06:30:32,以太坊基金会揭示朝鲜IT工人参与加密项目 以太坊基金会表示，ETH Rangers计划识别出约100名朝鲜IT工人参与了约53个加密项目。据NS3报道，该计划运行了大约六个月，发现了数百个安全漏洞。Chainalysis估计，去年朝鲜黑客窃取了约20亿美元的加密货币。,78,50,28,high,medium,False,1,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险"", ""监管与法律风险""]","[""链上漏洞 / 攻击风险""]",False,0.5,False,False,C_severe_conflict,human_review_priority,78,high,high,"[""链上漏洞 / 攻击风险"", ""监管与法律风险""]",链上漏洞 / 攻击风险,以太坊基金会披露发现约100名朝鲜IT工人渗透约53个加密项目并发现数百个安全漏洞，结合朝鲜黑客以往大规模窃取加密资产的行为，此类渗透极可能为后续攻击或盗窃做准备，对相关项目构成明确且严重的资产安全与合规风险。,0.92,以太坊基金会发现朝鲜IT工人渗透加密项目并引入安全漏洞。,50,medium,medium,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻披露朝鲜IT工人渗透多个加密项目并发现数百个安全漏洞，结合朝鲜黑客巨额窃取的历史，揭示了项目面临严重外部安全威胁，但当前是调查曝光而非直接攻击事件，因此评为中等风险。,0.85,以太坊基金会发现朝鲜IT工人渗入53个加密项目并存在安全漏洞。
385,2026-04-17 04:09:11,Foundation NFT 市场关闭，因出售失败 Foundation 是一个基于以太坊的 NFT 市场，自推出以来促成了约 2.3 亿美元的初级销售。由于出售给 BlackDove 的交易失败，Foundation 宣布关闭。据 NS3 报道，创始人 Kayvon Tehranian 表示，Foundation 的基础设施已被关闭，平台无法重新上线。Foundation 计划在未来一年内继续固定 IPFS 托管的媒体和元数据，用户需从市场智能合约中取消 NFT 上架并取回它们。,5,25,20,low,low,True,0,无明显风险,项目治理 / 团队异常风险,False,[],"[""项目治理 / 团队异常风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,5,low,low,[],无明显风险,Foundation 因出售交易失败而宣布关闭，用户需从智能合约中取回 NFT，未出现资产损失、攻击、监管或跑路等风险信号，仅涉及平台停运，对加密市场影响微小，因此风险极低。,0.95,Foundation NFT 市场因出售失败而关闭，用户需取回上架 NFT。,25,low,low,"[""项目治理 / 团队异常风险""]",项目治理 / 团队异常风险,Foundation NFT 市场因出售交易失败而宣布关闭，平台基础设施已停止运行，但用户仍可从智能合约中取回 NFT，未见资产损失或欺诈行为，整体风险较低。,0.95,Foundation 因出售失败关闭，用户可自行取回 NFT。
394,2026-04-17 02:03:11,"Strategy STRC 销售筹资超 12 亿美元，或用于购买 29,914 BTC Strategy 本周通过 STRC 销售可能筹集了超过 12 亿美元，据 NS3 报道，这笔资金可能用于购买多达 29,914 枚 BTC。Coffeezilla 随后发布了一段 18 分钟的视频，批评其 11.5% 的优先股股息，并警告 STRC 不是受保险的储蓄产品。",18,15,3,low,low,True,0,偿付能力 / 储备 / 流动性风险,无明显风险,False,"[""偿付能力 / 储备 / 流动性风险""]",[],False,0.0,True,False,C_severe_conflict,human_review_priority,18,low,low,"[""偿付能力 / 储备 / 流动性风险""]",偿付能力 / 储备 / 流动性风险,新闻核心为Strategy通过STRC融资购买比特币，同时Coffeezilla发布视频批评其高股息产品并警告非受保险储蓄，这可能引发对产品偿付能力的轻微担忧，但尚无实际风险事件，因此评为低风险。,0.7,Strategy通过STRC筹资或购BTC，Coffeezilla视频批评产品风险。,15,low,low,[],无明显风险,新闻主要报道Strategy通过STRC销售筹资并可能用于购买比特币，属于正常融资活动。Coffeezilla的批评仅为观点性警告，未涉及已确认的风险事件、损失或监管行动，因此整体风险较低。,0.9,Strategy通过STRC销售筹资超12亿美元或用于购币，同时Coffeezilla对产品提出风险警告。
395,2026-04-17 01:50:58,Stack BTC 更换 CEO，Nigel Farage 投资引发争议 Stack BTC 任命 David Galan 为新任首席执行官，接替创始人 Jai Patel。据 NS3 报道，这家英国 Bitcoin 库存公司持有超过 68 枚 BTC，价值约 476 万美元。Nigel Farage 投资约 21.5 万英镑（29.1 万美元）于该公司，并参与了今年早些时候的 26 万英镑（35.2 万美元）融资轮。自由民主党呼吁金融行为监管局（FCA）调查一段由 Farage 出演的 Stack BTC 宣传视频。,10,15,5,low,low,True,0,无明显风险,监管与法律风险,False,[],"[""监管与法律风险""]",False,0.0,True,False,C_severe_conflict,human_review_priority,10,low,low,[],无明显风险,新闻仅涉及Stack BTC的CEO正常变更及政客投资引发的监管调查呼吁，未出现实际安全事件、合规处罚或资产损失，市场风险极低。,0.95,Stack BTC更换CEO，Nigel Farage投资引发FCA调查呼吁。,15,low,low,"[""监管与法律风险""]",监管与法律风险,新闻核心事件是Stack BTC更换CEO及Nigel Farage投资引发的争议，自由民主党呼吁FCA调查宣传视频，但尚未有实际执法行动，整体风险较低。,0.85,Stack BTC换CEO，Nigel Farage投资引争议，FCA被呼吁调查宣传视频。
